789	1462
790	1461
2408	1460
1298	2306
2409	1459
1337	1458
1638	2305
2160	2304
1070	1457
164	1456
1632	2303
141	1455
1634	2302
272	1454
1630	2301
1629	2300
2405	1453
768	1452
781	2309
1017	2308
1293	2307
1164	2320
775	1473
1788	1472
597	1471
1369	1470
1977	0
1667	2317
315	1
1668	2316
2423	1469
197	2
214	1468
2166	2315
760	3
465	2314
740	1467
17	4
81	2313
1370	1466
1183	5
1055	1465
1300	2312
219	6
909	1464
1639	2311
1184	7
2161	2310
2418	1463
1978	8
24	9
2237	2319
138	2318
2240	2331
1801	1484
1898	1000
1673	2330
2431	1483
952	1482
856	1481
857	1480
2243	2328
2242	2327
339	1479
1315	2326
2238	2325
2430	1478
1160	2324
1786	1477
1672	2323
2425	1476
2233	2322
2426	1475
1671	2321
1787	1474
1674	2329
367	2342
1827	1495
1901	1011
1683	2341
1082	1494
1902	1010
424	1493
2256	2340
1823	1492
1825	1491
1392	1490
1680	2339
1904	1008
2254	2338
1905	1007
1030	2337
618	1006
466	2336
1821	1489
619	1005
1692	2335
1736	1488
233	1004
2253	2334
866	1487
620	1003
1676	2333
867	1486
621	1002
2252	2332
1818	1485
1441	1001
646	1009
310	1022
838	2353
839	2352
1111	1021
284	1020
573	2351
1702	2350
38	1019
2309	2349
1911	1018
506	2348
1443	1017
2262	2347
1914	1016
1761	1015
1681	2346
717	1499
427	1014
1682	2345
718	1498
327	1013
828	2344
719	1497
2261	2343
1396	1496
1909	1012
1050	2364
1918	1033
2317	2363
1919	1032
109	1031
2316	2362
114	1030
1046	2361
749	2360
897	1029
1045	2359
1179	1028
2315	2358
1445	1027
1705	2357
1916	1026
503	1025
1704	2356
1001	600
323	1024
1706	2355
930	1023
1155	601
2310	2354
2117	602
2055	603
1229	604
2064	605
510	606
2062	607
1574	608
1575	609
491	1044
2325	2375
745	1043
701	2374
1529	1042
2326	2373
1150	1041
1719	2372
1193	1040
1717	2371
1718	2370
1980	1039
1974	1038
2321	2369
358	1037
1713	2368
2061	610
1712	2367
724	1036
461	611
1049	2366
725	1035
988	612
350	2365
726	1034
1292	613
464	614
588	615
989	616
2066	617
249	618
1232	619
1988	1055
553	2386
1530	1054
1726	2385
1531	1053
2329	2384
1194	1052
704	2383
1195	1051
705	2382
1985	1050
706	2381
707	2380
954	1049
1505	1048
1231	620
1722	2379
736	1047
1579	621
1338	2378
306	1046
433	622
946	2377
399	1045
821	623
1143	2376
2076	624
2077	625
2130	626
2129	627
1619	628
2135	629
601	1066
1358	2397
675	1065
852	2396
541	1064
853	2395
1993	1063
2384	2394
1994	1062
354	2393
1986	1061
2385	2392
1197	1060
2375	2391
2374	2390
2134	630
1196	1059
1282	631
1522	1058
1620	632
1063	2389
1535	1057
1278	633
551	2388
1536	1056
1279	634
552	2387
467	635
1759	636
26	637
1621	638
911	639
1190	1077
1539	1076
1189	1075
1538	1074
910	1073
1995	1072
1996	1071
1997	1070
1283	640
1064	641
1284	642
474	1069
2139	643
798	1068
1623	644
2390	2399
289	1067
1622	645
2386	2398
1285	646
1286	647
1289	648
2146	649
2000	1080
195	1088
254	1087
1568	1086
1593	1085
1223	1084
2039	1083
1567	1082
2041	1081
1627	650
577	651
1287	652
1288	653
2144	654
105	1079
2145	655
2001	1078
2143	656
66	657
2151	658
1015	659
914	1091
999	1090
1612	1099
1605	1098
2050	1097
2052	1096
1262	1095
2053	1094
518	1093
2046	1092
858	660
2155	661
2154	662
783	663
2208	664
174	665
425	666
929	667
255	1089
1586	668
271	669
2214	670
942	671
324	672
2218	673
2217	674
901	675
1313	676
2227	677
2228	678
2225	679
2235	680
1336	681
2234	682
2231	683
2229	684
1951	200
2230	685
1465	201
42	202
661	686
248	203
2239	687
1135	688
495	204
1486	689
1467	205
1468	206
730	207
731	208
203	209
1136	690
1027	691
1675	692
52	693
293	694
1469	210
71	695
653	211
2249	696
1471	212
76	213
2247	697
7	214
2248	698
1316	699
902	215
1511	216
143	217
176	218
1542	219
1954	220
1955	221
903	222
1	223
59	224
968	225
380	226
1215	227
1216	228
799	229
261	230
373	231
1209	232
567	233
313	234
1219	235
205	236
421	237
1557	238
74	239
107	1909
2268	1908
2019	240
326	241
678	242
56	243
16	244
443	245
2021	246
975	247
232	248
393	249
494	1907
594	1906
830	1905
831	1904
2267	1903
432	1902
1034	1901
1684	1900
750	1919
2023	250
2024	251
98	252
60	253
1040	1910
