3204	4970
276	3640
2947	4971
6287	3638
5370	2306
4531	4969
6298	3639
6461	2305
4435	2304
410	2303
3736	2302
2936	2301
5368	2300
6290	3630
2361	4961
6291	3631
2362	4962
3660	3632
5466	4963
2185	3633
961	4964
1686	3634
5468	4965
146	3635
6484	2309
5469	4966
2426	3636
924	2308
1155	4967
95	2307
106	3637
4532	4968
6589	4980
2108	3650
1425	4981
5280	3651
1426	4982
6490	2320
107	0
4659	3649
1207	2317
2835	1
2057	2316
123	2
5397	2315
186	3
5395	2314
5612	4
2454	2313
440	5
191	2312
154	6
6483	2311
1122	7
6481	2310
25	8
6294	3641
3819	4972
3406	9
2691	3642
2787	4973
2692	3643
2788	4974
3364	3644
2789	4975
4369	3645
4537	4976
2514	3646
4535	4977
5259	3647
6494	2319
4536	4978
536	4979
2516	3648
6488	2318
2202	4990
709	4991
3679	3660
6337	3661
3820	4992
5282	3662
5470	4993
721	1000
3390	2331
1833	2330
6505	2328
6500	2327
2513	2326
1895	2325
4716	2324
3389	2323
3896	2322
5402	2321
988	4983
3676	3652
3677	3653
1092	4984
6335	3654
2948	4985
3678	3655
6590	4986
558	4987
5281	3656
2701	3657
5471	4988
2702	3658
1036	4989
2703	3659
5406	2329
2025	3670
3681	3671
3682	3672
754	3673
1847	1011
5411	2342
2123	1010
6510	2341
6511	2340
3515	1008
5409	2339
4679	1007
3391	2338
5885	1006
3392	2337
39	2336
2485	1005
4979	1004
6506	2335
1494	1003
6507	2334
1737	1002
4460	2333
1738	1001
4458	2332
158	4994
5283	3663
372	4995
3680	3664
1680	4996
1241	3665
3123	3666
6591	4997
2026	3667
4539	4998
1517	3668
1788	4999
2027	3669
1059	1009
1574	3680
494	3681
1575	3682
817	3683
1576	3684
3954	1022
5438	2353
5966	1021
4482	2352
3892	1020
2421	2351
3395	2350
5889	1019
5890	1018
3800	2349
209	1017
4717	2348
1037	1016
2420	2347
5887	1015
1080	2346
400	1014
5433	2345
5888	1013
6513	2344
2486	1012
5410	2343
6338	3674
124	3675
858	3676
3683	3677
3684	3678
6339	3679
2704	3690
2705	3691
2320	3692
1523	3693
2321	3694
2322	3695
46	1033
3192	2364
5974	1032
4711	2363
1127	2362
444	1031
1330	1030
6556	2361
2529	2360
3055	1029
3056	1028
6546	2359
408	1027
5444	2358
5971	1026
6553	2357
2491	2356
4226	1025
4227	1024
6551	2355
5969	1023
5440	2354
1577	3685
1143	3686
5284	3687
5285	3688
2706	3689
4230	1044
4540	2375
556	1043
6592	2374
5980	1042
1589	2373
1146	2372
5046	1041
5	1040
1590	2371
931	2370
63	1039
5048	1038
6569	2369
555	1037
6566	2368
5977	1036
508	2367
72	1035
2136	2366
4229	1034
6563	2365
5287	3696
5288	3697
6345	3698
142	3699
162	1055
6596	2386
2443	2385
2908	1054
4231	1053
3205	2384
5982	1052
3206	2383
315	1051
3207	2382
1149	1050
4541	2381
900	2380
2169	1049
4686	1048
3997	2379
4687	1047
6594	2378
234	1046
6593	2377
5979	1045
527	2376
1663	1066
6600	2397
5106	1065
5478	2396
6058	1064
1504	2395
6055	1063
2865	2394
592	2393
6056	1062
503	1061
6598	2392
391	2391
3358	1060
4545	2390
522	1059
641	1058
6599	2389
5102	1057
4543	2388
271	1056
5473	2387
3077	1077
2496	1076
992	1075
242	1074
993	1073
5109	1072
504	1071
133	1070
5107	1069
58	2399
5108	1068
4272	1067
3208	2398
5110	1080
2408	1088
5113	1087
6064	1086
5111	1085
6065	1084
5112	1083
