2121	3640
3083	2306
3258	3638
2038	2305
2120	3639
2039	2304
3087	2303
3088	2302
2040	2301
3089	2300
3222	3630
2104	3631
2105	3632
2102	3633
2103	3634
1426	2309
3265	3635
1427	2308
2122	3636
1428	2307
2123	3637
2110	3650
2111	3651
2055	2320
315	0
3104	2317
2114	3649
26	1
477	2316
1874	2
2049	2315
31	3
2050	2314
2727	4
3108	2313
1272	5
3079	2312
42	6
3091	2311
792	7
3092	2310
1038	8
3252	3641
360	9
3250	3642
3251	3643
2117	3644
2118	3645
2119	3646
3094	2319
2115	3647
3099	2318
2116	3648
3481	3660
3479	3661
3476	3662
3111	2331
2605	1000
3112	2330
3119	2328
3122	2327
965	2326
3126	2325
2042	2324
2043	2323
1261	2322
2054	2321
3247	3652
1816	3653
1493	3654
1494	3655
1495	3656
3283	3657
3281	3658
3117	2329
3482	3659
3488	3670
3504	3671
3502	3672
3503	3673
690	2342
2609	1011
1458	2341
2610	1010
2064	2340
2063	2339
4113	1008
1441	2338
4114	1007
1442	2337
2607	1006
1443	2336
2608	1005
1444	2335
992	1004
2056	2334
1724	1003
2057	2333
1022	1002
1259	1001
3110	2332
3477	3663
3475	3664
3490	3665
3489	3666
1575	3667
1576	3668
1577	3669
2611	1009
3493	3680
3494	3681
3508	3682
3506	3683
3507	3684
3133	2353
1726	1022
3134	2352
1727	1021
3135	2351
4120	1020
1810	2350
592	1019
132	1018
1452	2349
1453	2348
4118	1017
1454	2347
4119	1016
1455	2346
4116	1015
3137	2345
4117	1014
1456	2344
1024	1013
1457	2343
4115	1012
3500	3674
1578	3675
1579	3676
1005	3677
3496	3678
3497	3679
1580	3690
3512	3691
3513	3692
3519	3693
3520	3694
2271	3695
3150	2364
4126	1033
2065	2363
4125	1032
3157	2362
4124	1031
985	2361
281	1030
3162	2360
4123	1029
798	1028
2068	2359
2069	2358
1728	1027
1466	2357
1834	1026
1467	2356
4121	1025
3131	2355
4122	1024
3132	2354
1725	1023
605	3685
3518	3686
